Character|zh-CN
Hiro|你在说什么……
Coco|什么重来啊，什么魔女啊，全都是为了骗我们而撒的谎吧！？
Coco|饶了我吧……！我到底做错了什么啊！
Hiro|（再继续说下去也没用，现在的她，根本不会冷静听我讲完……）
Hiro|（只要她继续逃避现实，情况就不会有进展）
Hiro|（尽管如此，只是单纯作出否定的话，现在的可可估计是听不进去的）
Hiro|（如果我能展现出具体的方向，或许就……）
Hiro|快看清现实吧！
Coco|吵死了！我看什么关你屁事！
Coco|看我自己想看的东西有什么错！
Hiro|即使如此……也不能逃避现实！
Coco|……我不要！！
Hiro|（唔……！果然光讲道理是行不通的吗……！？）
Leia|……那么，让我来帮你看清楚吧。
Hiro|……蕾雅……？
Leia|来吧可可……
Leia|【看这边】。
Coco|……！？
Coco|这……这是……怎么回事……！
Leia|【视线诱导】……
Leia|这就是我掌握的魔法。
Coco|哈、哈啊……！？
Hiro|（……强制让她向前看了……！？）
Coco|喂……！你、你这家伙搞什么鬼！恶心！
Coco|不许对我指手画脚……！
Leia|这不是指手画脚哦。
Leia|……我能做的，只是引导你而已。
Leia|抬起头，看向前方，然后朝着未来前进……
Leia|这才是面对人生的正确方式。
Leia|你眼前的视野，已经为你敞开……
Leia|绝不能永远都回头看着过去！
Coco|咕……！？
Leia|来吧，面对现实吧，可可！
Coco|呜、呜……！
Coco|我当然……知道啊……！
Coco|我也觉得……你们说的话，肯定也都对……
Coco|可是……我又能怎么办啊！
Coco|我到底该怎么办啊！喂！告诉我啊！
Hiro|（……看来她终于愿意听我们讲话了）
Hiro|（可可已经将【视点】转移到了眼前的现实……）
Hiro|（不仅是物理上的【视线】，竟然连抽象概念的【视野】都拓宽了）
Hiro|（蕾雅的魔法，也因为魔女化而增强了吗……？）
|魔女图鉴更新…
Hiro|（总之……现在已经进入能够对话的状态了）
Hiro|（我得注意不让对话中断……同时找出她内心的弱点……！）
Coco|突然间就被带到了莫名其妙的地方！
Coco|然后还要和那什么，【大魔女】？……那什么东西，战斗！？
Coco|你突然跟我说情况就是这样，那我又能怎样！你说我要怎么战斗啊！
Coco|我只是个普通学生而已，除了直播什么都不会啊！
Coco|还轻飘飘地跟我说什么面对现实，所谓的现实……根本就没什么好事吧！
Coco|我只要能看见我推，我就心满意足了啊！
Coco|不许对别人的兴趣指手画脚！！
Hiro|（我并没有否定她的兴趣……）
Hiro|（话说，她刚说的话……我好像之前从可可本人那里听说过）
Hiro|（她亲身经历过的事……或许就和她内心的黑暗有关）
Choice|不战斗也没关系
Choice|逃跑也没关系
|返回
Choice|告诉我过去发生过什么吧
Choice|只要藏起来就好
Hiro|不，你不需要直接战斗。
Hiro|你的魔法是【千里眼】，你只要负责辅助就好了。
Coco|……什么意思啊。
Coco|是想说我算不上战力吗！
Coco|……再说了，你们这些人根本就不像是能打的样子……！
Coco|反正冲上去肯定会输！
Coco|老实投降要好一百倍……
Coco|……对了，大家一起投降吧。这才是最现实的啦……！
Hiro|（结果给她创造了新的逃避路线……）
Hiro|（现在可可的心，大概正夹在【想面对现实】和【想逃避现实】之间，还在摇摆不定吧）
Hiro|（看她的样子，她的精神就快崩溃了……）
Hiro|（虽然有些残酷，但我得揭露并刺激她的心理创伤……！）
Hiro|我明白你害怕的心情。
Hiro|所以，万一出了什么情况，你只要逃跑就好了。
Coco|……哈？
Coco|不是你让我别逃避现实的吗……
Coco|那从一开始，就别让我看现实啊！！
Hiro|（看来我害可可混乱了……）
Hiro|（现在可可的心，大概正夹在【想面对现实】和【想逃避现实】之间，还在摇摆不定吧）
Hiro|（看她的样子，她的精神就快崩溃了……）
Hiro|（虽然有些残酷，但我得揭露并刺激她的心理创伤……！）
Hiro|【现实没什么好事】……
Hiro|看来，你过去遭遇过不公。
Hiro|能告诉我以前发生了什么吗？
Coco|哈啊！？为什么非得告诉你不可！？
Coco|这些事跟你们没关系吧！
Hiro|（……还是遭拒绝了啊）
Nanoka|…………
Nanoka|……【除夕夜连续无差别杀伤案】。
Coco|…………！
AnAn|『那是什么？』
Nanoka|那是五年前发生的凶杀案。
Nanoka|凶手连续闯入数户人家。用随身携带的菜刀接连刺杀了居民……
Nanoka|在重复对几户人家作案后，被逼到绝路的凶手当场自杀……其动机不明。
Nanoka|唯一的生还者，是一个躲藏起来逃过一劫的少女……当时闹得沸沸扬扬，成了大新闻呢。
Coco|为、为什么你……！
Nanoka|……抱歉。我稍微……用魔法窥视了一下。
Coco|你这家伙……！
Hiro|（是奈叶香的【幻视】魔法吗）
Hiro|（看来它因为魔女化增强了）
|魔女图鉴更新…
Hiro|（不过……可可竟然是那个事件的生存者啊）
Hiro|（……记得可可聊到【自推】的内容是……）
Coco|会的，我一定会回去的。哎呀，都说了不要再担心人家啦！
Coco|我更担心你啊爷爷！整个人都虚弱了那么多……别那么难过啦……
Hiro|（……假设可可在那个事件中失去了双亲，那我就能理解她对【自推】的极度依赖了）
Hiro|（接下来，她的心理创伤究竟是什么……应该能从案件中推理出来……）
|讨论前进…
Hiro|……你根本没必要战斗。
Hiro|只要【躲】在某个角落里就好了。
Coco|………！
Hiro|在我们与大魔女对峙的期间——
Coco|……不要。
Hiro|——一个人……藏在谁也找不到的地方。
Coco|……不要……！
Hiro|你只要看着就好……看着我们被杀的样子……
Coco|——我已经受够了，什么都做不到的现状了！！
Coco|……那天也是，我……只能眼睁睁看着。
Coco|当时杀人犯走了过来，我感到很害怕……但是……
Coco|我，最讨厌的是……
Coco|只能眼睁睁看着……什么都做不了……
Coco|不管是爸爸，还是妈妈……
Coco|还有我唯一的弟弟！
Coco|他们都死了！是我害死了他们！
Coco|因为我太弱了！什么……都做不到！
Coco|我那时，就应该死在那里！！
Hiro|…………
Hiro|……梅露露，接下来就拜托你了。
Meruru|……好的。
Meruru|可可小姐……没事的。现在就帮你治好……
Coco|呜……呜呜……！
Hiro|（……可可也完成了魔女化）
Hiro|（无论过程怎样，她接下来应该不会再想着躲藏了）
Hiro|（虽然我明白这很没人性……但这样就好）
Hiro|（……说起来）
Hiro|（蕾雅的【视线诱导】，还有奈叶香的【幻视】……）
Hiro|（我们的【魔法】……或许也能在讨论中派上用场）
Hiro|……总之，想要从这里出去，我们需要齐心协力。
Hiro|再次拜托大家……我需要你们的帮助。
AnAn|…………
AnAn|……吾辈拒绝。
Hiro|……！
Hiro|能告诉我理由吗？
AnAn|……正好相反。
AnAn|『吾辈没有协助的理由』
AnAn|原本的生活……外面的世界……
AnAn|这些东西……真的重要吗？
AnAn|的确，这里看上去也不是什么正经的地方。
AnAn|但是……尽管如此，我们真的有必要回去吗……？
AnAn|在这里，就算能使用魔法也不会引来异样的目光，另外也没有麻烦的人际关系……
AnAn|……说不定，在这里生活反而更轻松。
AnAn|所以吾辈并没有意愿离开这里。
AnAn|你说要【拯救我们】？
AnAn|你自作主张地想帮吾辈……只会让吾辈感到困扰！
Hiro|（安安似乎对外部世界没有留恋）
Hiro|（那么我也能理解，她没有协助我的动机）
Hiro|（……但是，也不能就这样不做挣扎地等待毁灭）
Hiro|（我要向她指出，她个人的乐观，跟实际发生的现实是不同的……）
Choice|不能待在这种环境里
|返回
Choice|不能逃离社会
Choice|会出杀人案
Choice|这不是你的真心
Hiro|不，不行。
Hiro|不能待在这样的环境里。
Hiro|这里连像样的饭菜都吃不到，精神只会越来越差。
Hiro|跟我一起，回家吧！
AnAn|吾辈都说了不想回去，你听不懂吗！
AnAn|吾辈和你们不同，吾辈对自己的家毫无留恋！
AnAn|……令人不快！你的话，吾辈不想再听了！
Hiro|（唔……！看来她不肯听……！）
Hiro|（……她误解了这个地方）
Hiro|（在这里待下去会变成什么样……我应该都经历过了！）
Hiro|（我得告诉安安……这座监牢的现实！）
Hiro|你或许觉得与他人来往很麻烦。
Hiro|但人是无法独自生存的。必须依赖他人！
AnAn|这吾辈早就知道了！
AnAn|人只要活着就会依赖他人……会【不由自主地】依赖……！
AnAn|……正因如此，吾辈才应该被关在这种监狱里！
AnAn|为了其他人类……【别妨碍吾辈】！
Hiro|（唔……！看来安安的意志很坚定……！）
Hiro|（……她误解了这个地方）
Hiro|（在这里待下去会变成什么样……我应该都经历过了！）
Hiro|（我得告诉安安……这座监牢的现实！）
Hiro|那不是你的真心话！
Hiro|任何人都应该会想回到自己的故乡才对！
AnAn|开什么玩笑！吾辈才没那么想！那是吾辈的真心话！
AnAn|别自作主张替人作主了！你这无礼之徒！！
Hiro|（……被她当作无礼之徒了……）
Hiro|（……她误解了这个地方）
Hiro|（在这里待下去会变成什么样……我应该都经历过了！）
Hiro|（我得告诉安安……这座监牢的现实！）
Hiro|……问题并没那么简单。
Hiro|只要在这座监牢待久了，凶杀案就必定会发生……
Hiro|事实上，在我所知的过去中，你就被杀了。
AnAn|………
AnAn|可、可是……你也无法保证你的话是真实的。
AnAn|你有可能在撒谎！
Hiro|……我没有撒谎这件事，的确无法证明。
Hiro|——但是，我有证人。
AnAn|什么……？
Hiro|有人能够作证，我经历的过去是真实的……这个人就是——
Hiro|梅露露。
Hiro|你应该能明白我说的话是正确的吧。
Meruru|是、是的。的确希罗小姐说的话具有可信度……！
Meruru|不过那只是有关这座监牢的知识……
Meruru|至于希罗小姐是否真的经历了另一个世界……我有些不太清楚……
AnAn|……看啊！你这不是在撒谎吗！
Hiro|（唔……！她当不了证人吗……）
Hiro|（但是……应该有人能够作证）
Hiro|……艾玛应该能证明我是对的。
Ema|这、这个……
Ema|我确实觉得希罗她，不会无缘无故撒谎……
Ema|但是她这时候自称经历了另一个世界……
Ema|说真的，我也有些半信半疑……
AnAn|……看啊！你这不是在撒谎吗！
Hiro|（唔……！她当不了证人吗……）
Hiro|（但是……应该有人能够作证）
AnAn|……你说这个人要怎样替你作证！
AnAn|让一无所知的他人来给自己话语的可信度作担保……真是恬不知耻！
Hiro|（看来这个人当不了证人）
Hiro|（但是……应该有人能够作证）
Hiro|泽渡可可……她应该能替我作证。
Coco|哈……！？我吗……！？
Hiro|没错。
Coco|我只要在直播中露脸，就能和那边的我自己连接在一起。
Coco|不过，这好像是只有在我魔女化进行到一定程度才能使用的能力。
Coco|现在的我只能从那边的我那里获得有限的信息。
Hiro|魔女化的少女，其魔法会得到强化……
Hiro|之前的你，利用直播获取了另一个时间轴上【魔女化的泽渡可可】的情报。
Hiro|那么现在的你，至少应该能获得同等或以上的情报才对。
Coco|【另一个世界的我】……？
Coco|……虽然搞不太懂，但我也不想一辈子当窝囊废啦——
Coco|——试试看就好了吧，试试就试试！
Coco|好，用前置镜头开始直——
Coco|——呜呕……！呕欸欸欸……！！
Meruru|没、没事吧，可可小姐……！？
Coco|呜噗……！等……等等……那些玩意可没法一下子全塞进脑子里……啦……
Coco|呜呃……咕呕……！
Meruru|可可小姐！
Hiro|（……跟之前我看见可可使用魔法时相比，她现在的样子明显不对劲）
Hiro|（虽然我不清楚【千里眼】的原理……但恐怕是可可肉体需承受的魔法负担增加了）
Hiro|（假设真的存在分支无数的平行世界……）
Hiro|（那么很显然，分支数量越多，大脑必须处理的情报也会随之增长）
Hiro|……可可，抱歉勉强你了。你去休息吧。
Coco|……哈哈，哈哈哈哈……
Coco|……哈啊？这种程度……根本不算什么。
Coco|我都说了……别光把人家排除在外啊！
Hiro|……可可。
Coco|……确实像希罗亲说的那样，这里好像是个鬼地方……
Coco|不知道是这里的气氛不好还是怎样。那边的家里蹲在别的世界里又是杀人又是被人杀的欸。
AnAn|………！
Coco|你啊……！待在这里的话，绝对马上就会丢掉小命……！
Coco|随便被人怨恨然后被杀，随便怨恨别人然后杀人……！
Coco|我刚刚可是全都看见了！
Coco|不管是希罗亲的证人也好还是什么都好……我来当就是！
AnAn|呜呜……！
AnAn|这……说不定下次吾辈就能活得久一点……！
Coco|不行不行！绝对不行！
Coco|像你这种一碰就碎的郁娇豆芽菜地雷女，不管是物理上还是精神上都搞不定啦！像米莉亚大叔那种拆弹专家也都搞不定！
AnAn|呜……！？
Miria|大、大叔我对炸弹什么的也不是很懂……！
Coco|是比喻啦！能不能机灵一点！
Hiro|（……她的嘴炮攻击力真高……）
AnAn|吵、吵死了……！你又懂吾辈的什么了……！
AnAn|闭嘴、闭嘴……闭嘴闭嘴闭嘴……！！
AnAn|吾辈的命令……【听好了】！
Coco|呜……！？
Hiro|糟糕，她的魔法是【洗脑】……！是语言暗示！大家快把耳朵——！
AnAn|【闭嘴】！
Hiro|唔……！？
Hiro|（这样下去，讨论会……！）
Unknown|不必沉默。诸位尽管发言。畅所欲言便好。
Hiro|……！这是……
AnAn|你这家伙……！
Margo|没必要被他人的话语左右行动！随心所欲地讨论吧！
AnAn|宝生玛格……！
Hiro|是【模仿】吗……！
Margo|我想，我的魔法当然无法重现安安的魔法本身……
Margo|但毕竟是同样的【声音】嘛。应该能够【抵消】暗示吧？
Margo|抱歉啦，什么暗示啦催眠啦洗脑啦心理学啦……
Margo|我对那些东西，稍微有些了解哦♡
Margo|……怎么了？安安。我们继续讨论吧？还是说……
Margo|如果没有魔法，就连和别人说话都做不到吗？
AnAn|唔……！……你们的所谓处境，和吾辈无关……！
AnAn|……【不许牵扯】吾辈进来！！
AnAn|反正就算出去了，也不会有任何改变。
AnAn|你们也一样吧！仅仅因为能使用魔法就曾遭受过压迫和歧视！
AnAn|明明只是比别人稍微优秀一点而已，为什么我们就必须受到迫害！
AnAn|既然如此，在那些愚蠢家伙的目光看不到的监狱里待着反而会更好，不是吗？
AnAn|对外面的留恋只不过是被过去束缚之人的妄言罢了！
AnAn|只要忘掉一切就好！没必要看外面的世界！吾辈就在这里！
Hiro|（安安的话，听起来更像是在对她自己说的）
Hiro|（她话语的背后潜藏着内心的黑暗……）
Hiro|（……如果要为魔女化而撕开她心灵的创伤，那揭穿这个就是最快的捷径了）
Choice|未来是可以改变的
|返回
Choice|其他人也一样
Choice|外面更好
Choice|【幻视】
Choice|不可以忘记
Choice|【视线诱导】
Hiro|你不必自责。
Hiro|只要走出去，用自己的双脚迈出步伐，未来就能改变。
Hiro|但是待在这里只会停滞不前！
AnAn|……你们或许有未来。
AnAn|但吾辈不存在幸福！
AnAn|未来只有张开大口的绝望在前方等待……
AnAn|所以在绝望到来前，吾辈无论做什么都只是徒劳！
AnAn|你……是不会懂的吧……
AnAn|——被上天眷顾的你，怎么会懂！！
Hiro|（唔……！看来安安正悲观地看待将来）
Hiro|（现在的安安，可以说是被顽固的妄想束缚住了）
Hiro|（为了说服她……就算硬来，也有必要让她【向前看】吗）
Hiro|其他人也一样。
Hiro|不是只有我们这些预备魔女才是特别。
Hiro|再说了，根本不用理会那些排挤他人的人……
Hiro|应该关注的是那些珍视自己的人才对！
AnAn|吾辈的魔法……是最终连珍视自己的人的意志也会剥夺的魔法。
Hiro|……！
AnAn|你也一样，是无法理解吾辈苦恼的人之一。
AnAn|从吾辈面前【消失】！吾辈不想听你的话！
Hiro|（唔……！这样下去对话也会中断……！）
Hiro|（现在的安安，可以说是被顽固的妄想束缚住了）
Hiro|（为了说服她……就算硬来，也有必要让她【向前看】吗）
Hiro|不，外面会更好。
Hiro|待在这种地方，精神也会变衰弱的。
Hiro|去外面的世界吧！
AnAn|……这座宅邸里也有天空。
AnAn|同样能沐浴到阳光，世界是相连的……！
AnAn|……这样不就足够了吗……
AnAn|吾辈不需要外面的世界。……待在这里就足够了！
Hiro|（唔……！她正缩在自己的壳里……）
Hiro|（现在的安安，可以说是被顽固的妄想束缚住了）
Hiro|（为了说服她……就算硬来，也有必要让她【向前看】吗）
Hiro|过去发生的事，正是组成如今的你的一部分……
Hiro|不能忘记过去，不能当作没发生过！
AnAn|如果说组成吾辈的就是过去，那这些过去就应该烧毁忘却！
AnAn|吾辈不需要组成这种失败品的过去！
Hiro|（要否定过去的自己吗，安安……！）
Hiro|（现在的安安，可以说是被顽固的妄想束缚住了）
Hiro|（为了说服她……就算硬来，也有必要让她【向前看】吗）
Hiro|（……安安之所以执着于这座监牢）
Hiro|（大概是因为某种过去正束缚着她）
Hiro|（那么……我能了解她过去的方法就是——）
Hiro|……奈叶香，我有事拜托你。
Nanoka|…………
Hiro|能不能幻视一下安安的过去？
Nanoka|……可以。
Nanoka|我变成这副样子后，感觉能某种程度上自由地使用魔法了……
Nanoka|虽然用魔法窥视他人的过去很没品。
Nanoka|但是……如果为了打倒大魔女有必要这么做的话……
AnAn|你这家伙……住手！你想干什么……！
Nanoka|……！
AnAn|唔……！？
Nanoka|……是【魔法的失控】。
AnAn|唔……！？
Nanoka|你……很害怕。
AnAn|……不对。
Nanoka|你的家人一直持续暴露在洗脑魔法下，全都失去了自我，变成了提线木偶……
AnAn|不对！吾辈是自愿将他们变成傀儡的！那对大家来说才是幸福！
Nanoka|看到双亲变成了没有意志的人偶，你放弃了与人来往。
Nanoka|的确……可以说是明智的判断。
AnAn|吵死了……！闭嘴！
AnAn|别装出一副……很了解吾辈的样子！！
|魔女图鉴更新…
|讨论前进…
Hiro|……罪孽是无法消除的。
Hiro|你或许想忘记，但你毁掉了双亲的事实会一直存在。
AnAn|吵死了！那种事……吾辈才不管……！
Hiro|你必须去面对。去面对自己的罪孽……
Hiro|……不要逃避自己的罪孽！安安！
AnAn|唔……！？
Leia|……说得对。
Leia|你就应该好好【直视】一下自己的内心啊！
AnAn|唔……！？
Hiro|（……不用我说，你也会来配合啊。蕾雅）
Leia|……呵呵。
Hiro|（…………我还是表达一下感谢吧）
AnAn|呜……呜呜………！
AnAn|不对……！吾辈……吾辈，只是……！！
AnAn|吾辈只是想安静地生活！
AnAn|既不需要被大众理解，也不需要去理解他们！
AnAn|吾辈不需要同伴、幸福、温暖……什么都不需要！
AnAn|那些东西没有价值！吾辈不需要！
AnAn|吾辈真正渴望的是深远的孤独与静寂……！
AnAn|因此吾辈不会协助你！
AnAn|不要干涉吾辈！
Hiro|（要让安安魔女化，必须揭露她内心的黑暗）
Hiro|（但她的话……我该按字面意思去理解吗）
Hiro|（人总是会隐藏不想被触碰的伤口……）
Hiro|（我要揭穿她作出的伪证！）
Choice|你寻求着理解
|返回
Choice|有价值的
Choice|舒适的环境也是必需的
Hiro|不，你寻求着理解……
Hiro|你不是擅长写故事吗。
Hiro|那是向大众传递的讯息……你的兴趣，是始终朝向外界的！
AnAn|那种事怎样都好！
AnAn|吾辈只要孤独就够了！什么都不需要！
AnAn|只要能待在这里……什么都不要！
AnAn|别多管闲事！！
Hiro|（……她看起来情绪格外激动啊）
Hiro|（安安正在隐瞒着什么）
Hiro|（那一定是她最珍视的东西……）
Hiro|（我必须看透，她正渴望的东西……！）
Hiro|人不能只靠面包生存……
Hiro|除了孤独和静寂，不是也需要更舒适的环境吗？
Hiro|但是这座监牢里连像样的娱乐都没有……
Hiro|就算在这座监牢里度日，你也很快就会受不了吧。
AnAn|不，吾辈什么都不需要……
AnAn|只要愿意，就能在单人牢房里一直幻想故事的世界，在那微眠中度过。
AnAn|吾辈……真的什么都不需要。
AnAn|别再……管吾辈了……！
Hiro|（……问题不在于物欲吗）
Hiro|（安安正在隐瞒着什么）
Hiro|（那一定是她最珍视的东西……）
Hiro|（我必须看透，她正渴望的东西……！）
Hiro|……不，你在说谎。
Hiro|你知道那是有价值的。
Hiro|……在我经历的世界里，你交到了关系很好的朋友。
AnAn|什……么……！？
Hiro|你并非认为与人交往毫无价值，也并非缺乏沟通能力——
Hiro|——你只是，害怕而已。
AnAn|……不、不对……
Hiro|……你害怕失去一度拥有的东西。你畏惧着那种痛苦。
AnAn|不对……！
Hiro|你亲手破坏了与双亲的幸福家庭。你对这件事怀抱着罪恶感。
Hiro|你害怕再一次，亲手毁掉幸福。
AnAn|……不对！！
Hiro|……如果不是的话，你为何要缩回壳里！
Hiro|主动远离幸福，沉醉于自己的不幸之中的依赖症患者……
Hiro|那就是现在的你。……我没说错吧。
AnAn|吾、吾辈……是……
Hiro|如果你觉得维持现状就好，那也没关系。
Hiro|只要你继续拒绝幸福，就永远不会迎来改变。
Hiro|你就永远在不幸的包裹下……在孤独当中，独自沉睡下去吧！
AnAn|………
AnAn|不……
AnAn|……不要啊……！
AnAn|……不要、不要啊……！
AnAn|我不要那样……！这种魔法，我根本不想要……
AnAn|如果我生来就是普通人……不管是爸爸……还是妈妈……！就不会，变得奇怪了……！
Hiro|那么……你也随我一起来吧。
Hiro|我也会帮你去除魔女因子。就和奈叶香的姐姐一样……
Hiro|（……安安需要前进的希望）
Hiro|（那个希望就是，打倒大魔女……！）
|魔女图鉴更新…
Alisa|……你、你到底是什么东西……！你这家伙……！
Alisa|把其他人一个个都变成了怪物……！
Hiro|……为了我们能得救……我有必要这么做。
Alisa|要人信这种鬼话，根本就是强人所难……！
Hiro|…………
Hiro|（亚里沙表达出的想法实在是再正常不过了）
Hiro|（性格越谨慎的人，会越难接受我的意见……）
Hiro|（果然……说到底靠说服是不可能成事的吗？）
Hiro|（还不如扯断手脚，施以痛苦，这样效果来得更快——）
Hiro|（——我得冷静下来。我的思维正被杀人冲动侵蚀……！）
Hiro|（魔女化程度似乎越来越深……我剩下的时间不多了……）
Hiro|（我必须趁理性尚存的时候，完成大家的魔女化才行……！）
Alisa|……怎么哑巴了？快说点什么啊……！
Miria|等、等等啊亚里沙……！
Alisa|啊啊！？
Miria|不、不是，那个……
Miria|大叔我也不是很有把握啦……
Miria|但我觉得希罗说的话，也不全都是假的吧……
Alisa|你也要替怪物撑腰吗！
Miria|我、我没这么说啊！
Miria|……但是……
Miria|我觉得互相敌对……不太好……
Hiro|（……从别的角度看，这或许是个机会）
Hiro|（我明白我在利用米莉亚的善心，虽然感到有点对不起她……）
Hiro|（但现在时间所剩无几……我已经顾不了那么多了）
Hiro|（我要尽可能多地，把其他人拉进讨论之中……！）
Hiro|……那么，你要站在哪一边呢？
Miria|欸？
Hiro|是相信我……
Hiro|还是，不信！
Miria|欸、欸欸——！？
Miria|我、我觉得……不是站哪边的问题吧……！
Alisa|那你是要站怪物那边吗？
Miria|我、我没那个意思……
Miria|……大叔我是想做大家的好朋友啦。
Hiro|……就是说你谁都不想得罪咯。
Hiro|我想确认你的真实意愿。
Miria|呃……就算你突然这么问……
Miria|我、我说！先把大叔我的问题暂时放一边吧……！
Miria|大叔我……会尊重大家的决定的……
Hiro|……假设最终的结果会牺牲自己也无所谓吗？
Miria|欸！？这、这个……那个……
Miria|呃、嗯……是啊。大叔我对外面的世界也没什么留恋……
Miria|……如果最终我要被关在这里……那我就认命好了……
Hiro|（【随波逐流】……米莉亚很注重合群，不愿当异类）
Hiro|（她过度的消极和宽容，看起来就像在害怕着什么东西）
Hiro|（要让她魔女化，必须触碰到其内心深处才行……！）
Choice|米莉亚真实的想法是站希罗这边
|返回
Choice|为什么要袒护我？
Choice|你还有要守护的东西
Choice|有可能会被杀
Hiro|你的这份胸怀……很了不起。
Miria|欸……
Hiro|我所认识的米莉亚，总是替被怀疑的人挺身而出。
Hiro|……我也曾是那个被你庇护的人之一。
Miria|是、是吗……
Hiro|不过，你为何要表现得像个圣人一样呢。
Hiro|明明我们才刚认识，对方是否值得信任都不知道……
Miria|那个……
Miria|……虽然不知道在希罗经历的世界里，大叔我有过什么想法……
Miria|但我想……我大概是在效仿【老师】吧。
Hiro|【老师】？
Miria|……嗯。
Miria|是大叔我……在以前遇到困难时受过关照的人。
Miria|大叔我也想变得像那位老师一样，单纯是有样学样而已。
Hiro|（……米莉亚的【老师】吗）
Hiro|（记好这件事吧）
|魔女图鉴更新…
|讨论前进…
Hiro|米莉亚。你刚才，为了袒护我而出言阻止亚里沙……
Hiro|那么，你内心的想法其实是和我一样的吧？
Miria|欸欸……！？
Hiro|是因为亚里沙施加了压力，所以害怕得不敢说出来吧？
Hiro|那么你模棱两可的反应，也情有可原。
Alisa|啊啊！？怪我咯！
Miria|啊啊……！等等、等一下！不是那样的！
Miria|大叔我只是觉得，希罗说的话，也有一定的道理……
Miria|并没有说谁对谁错！大家再多聊一聊吧……！好吗？
Hiro|（米莉亚没办法主动决定立场……）
Hiro|（为何她如此在意合群呢？是以前遭遇过什么变故吗……）
Hiro|（看来我需要再多了解一下米莉亚了）
Hiro|如果只是【被关起来】，那还算好的……
Hiro|只是，也有可能会被杀。
Miria|………！
Hiro|即便如此，你也愿意接受死亡的命运吗？
Miria|我、我虽然很怕……
Miria|可是如果真到了那一刻，我也只好认命了……
Miria|如果是大家达成一致并决定下来的结果……大叔我应该会接受的。
Hiro|（看来靠威胁是无法动摇米莉亚的心的）
Hiro|（……她甚至都准备好赴死了）
Hiro|（为何她如此在意合群呢？是以前遭遇过什么变故吗……）
Hiro|（看来我需要再多了解一下米莉亚了）
Hiro|你为什么要撒谎？
Miria|欸……撒谎……？
Hiro|没错。
Hiro|你说没有留恋……
Hiro|那刚才【老师】的话题又是怎么一回事？
Miria|那、那是，那个……
Miria|老师是个很了不起的人，不需要大叔我啦。
Hiro|即便如此……
Hiro|你觉得【老师】会为你的行为高兴吗？
Miria|……欸？
Hiro|你的老师是个了不起的人，为了你的未来而尽心尽力……
Hiro|那么，老师想要守护的……不正是你的将来吗？
Miria|呜呜……！
Miria|这、这个……
Hiro|你要亲手毁掉，老师想要守护的东西吗？
Miria|……这、这……
Miria|大叔我……搞不懂啊！
Hiro|………！
Miria|大叔我……大叔我……
Miria|……不像希罗和【老师】那样……那么坚强啊！！
Miria|不管是稍微学了点法律知识，还是自称大叔……
Miria|这全都是我在模仿【老师】而已……！
Miria|原本的【我】什么都没有……！总是迎合周围的人，只会傻乎乎地笑，有一天过一天……！
Miria|所以你问大叔我那么复杂的问题……我也搞不明白啊！
Miria|可是这边的人，那边的人，所有的人……！
Miria|都自以为是地拉帮结派、划分敌我，既阴险又阴惨还阴湿……！
Miria|这么恶趣味的事不要扯上我好吗！
Miria|大叔我……只是个随处可见的普通学生而已啊……！？
Miria|明明，只要无视大叔我就好了……！
Miria|为什么……就是不肯放过我啊……！
Hiro|（米莉亚……并非在和我对话）
Hiro|（她正在和过去发生的事件战斗。她心理创伤的大门已经开了一条缝隙）
Hiro|（……她的魔女化，看来已经不远了）
Choice|并不是什么都没有
|返回
Choice|【幻视】
Choice|世人正关注你
Choice|大家很信任你
Hiro|不可能什么都没有吧。
Hiro|你应该有你自身的魅力才对。
Miria|骗人！
Miria|大叔我什么都做不到……！所以只能迎合别人，追随在他人身后……
Miria|这样很不好……我自己最清楚了！
Miria|大叔我根本没有帮助别人的力量……哪怕一点都没有！
Hiro|（鼓励她也没法促进魔女化啊……）
Hiro|（从米莉亚的样子来看，她的心理问题似乎相当根深蒂固）
Hiro|（但如果能好好利用这一点，或许就能让她魔女化）
Hiro|（那我就只好直接向她抛出能刺激她心理创伤的话语了……！）
Hiro|大家都很信任你哦。
Hiro|所以大家才会依赖你。
Miria|不对……大家只是，在找玩物而已……
Miria|别再……管大叔我了……！
Hiro|（她现在一味地拒绝，我很难再深入下去了啊……）
Hiro|（从米莉亚的样子来看，她的心理问题似乎相当根深蒂固）
Hiro|（但如果能好好利用这一点，或许就能让她魔女化）
Hiro|（那我就只好直接向她抛出能刺激她心理创伤的话语了……！）
Hiro|……奈叶香。能不能帮我确认一下，米莉亚过去遭遇了什么？
Nanoka|……我拒绝。
Hiro|………！
Nanoka|……她的事我不想亲口说出来。
Hiro|（……就是说她已经看过了吗）
Nanoka|……不过。
Nanoka|她很害怕与现代社会产生联系。
Nanoka|现代……社会。
Nanoka|没错。发达的社交网络，已经拥有了足以影响现实的力量……
Nanoka|而她正是其受害者之一。
Hiro|……………
Hiro|（所以……米莉亚害怕社会……？）
Hiro|米莉亚，这或许对你来说很残酷……
Hiro|但我认为，世间正在关注你哦。
Miria|………！为、为什么……！
Hiro|……我以前，看到过一篇报道。
Hiro|那篇报道说……有一个像我们这样被绑架到这里的少女，她的父母正在寻找她。
Miria|……！
Hiro|你失踪的事情，大概会被写成新闻，传播出去吧。
Hiro|在这里待得越久，这种可能性就越高。
